Words,Count
whistling,16
jest,16
hunger,16
stricken,16
Behold,16
waved,16
Andros,16
blanket,16
fern,16
likeness,16
yards,16
rdan,16
hurts,16
Morgoth,16
using,16
hesitated,16
welcomed,16
coat,16
guest,16
concern,16
starlight,16
gravely,16
vowels,16
candles,16
troubles,16
immediately,16
disturbed,16
desert,16
pouring,16
pronounced,16
Speak,16
ladder,16
tail,16
easily,16
gives,16
Row,16
glowed,16
Another,16
cutting,16
ours,16
lamps,16
shouldn,16
mithril,16
riddles,16
treacherous,16
ashes,16
glade,16
risen,16
Arthedain,16
wavered,16
Young,16
worthy,16
Quest,16
adventure,16
charged,16
fat,16
Kingdom,16
remnant,16
Westfold,16
cause,16
uses,16
searched,16
readers,16
Gilraen,16
prisoners,16
rushing,16
rendil,16
centre,16
accursed,16
Southfarthing,16
passages,16
clothed,16
mantle,16
seated,16
cleft,16
baggage,16
remaining,16
size,16
jagged,16
brave,16
await,16
trick,16
Sarn,16
measure,16
Stoors,16
misty,16
leads,16
wave,15
occasion,15
downwards,15
veiled,15
wheeled,15
choked,15
around,15
urgent,15
dog,15
Whether,15
horseman,15
boom,15
awoke,15
pits,15
deeps,15
echoing,15
reek,15
Ioreth,15
elsewhere,15
alarm,15
Lobelia,15
renewed,15
dreary,15
overhead,15
gaffer,15
streets,15
prevent,15
observed,15
Halbarad,15
Fr,15
draws,15
flats,15
downs,15
unknown,15
tells,15
dismounted,15
basin,15
murmuring,15
wider,15
gloomy,15
money,15
journeys,15
hurled,15
marvel,15
refreshed,15
Pass,15
ri,15
swayed,15
begged,15
woven,15
Must,15
Hail,15
Stars,15
proudly,15
veil,15
defend,15
ruins,15
adopted,15
gripped,15
peculiar,15
confusion,15
double,15
herself,15
Tin,15
fade,15
standard,15
viel,15
gully,15
title,15
hastily,15
Meduseld,15
blankets,15
riddle,15
bowl,15
sleeping,15
hinder,15
polished,15
flood,15
herbs,15
gardens,15
although,15
hm,15
movement,15
bows,15
battlement,15
ordinary,15
familiar,15
dwells,15
study,15
shelf,15
Dimrill,15
clasped,15
wretched,15
handed,15
rides,15
Dragon,15
Spring,15
manage,15
dales,15
vowel,15
deny,15
build,15
Four,15
Looking,15
catching,15
Snowmane,15
tunnels,15
fords,15
stronghold,15
dirty,15
becoming,15
noises,15
bell,15
string,15
strayed,15
perish,15
backwards,15
crouched,15
fairest,15
fairly,15
dwellings,15
lifting,15
Hm,15
instance,15
maintained,15
weeks,15
aloft,15
fellows,15
curse,15
Noldor,14
allies,14
Iron,14
pushed,14
books,14
Host,14
presently,14
Beneath,14
deepened,14
kingly,14
steady,14
Wizards,14
cursed,14
settle,14
retreat,14
astonished,14
threatening,14
lo,14
dragging,14
reluctant,14
wearing,14
replied,14
trial,14
bone,14
Ted,14
Like,14
snake,14
Marish,14
Erkenbrand,14
frowning,14
sends,14
trolls,14
wicked,14
Rosie,14
flicker,14
Corsairs,14
Barrow-downs,14
blame,14
refused,14
topmost,14
delved,14
fearing,14
Anborn,14
blast,14
Elladan,14
Surely,14
siege,14
pile,14
Galadhrim,14
expression,14
handle,14
helms,14
glanced,14
happy,14
Elfstone,14
oldest,14
Greenway,14
dol,14
Thranduil,14
Bring,14
latest,14
escort,14
th,14
uneasily,14
bubbling,14
Bruinen,14
accustomed,14
regarded,14
records,14
forged,14
Together,14
thread,14
closing,14
hastened,14
marches,14
translated,14
curious,14
Eldarin,14
blazed,14
bidding,14
flew,14
skilled,14
Whatever,14
approach,14
greeted,14
inhabitants,14
banners,14
hue,14
paved,14
Cair,14
spirits,14
Back,14
yawned,14
bind,14
glowing,14
tough,14
weep,14
oft,14
fleet,14
whistled,14
folded,14
Because,14
bleak,14
Brandir,14
homes,14
raiment,14
Tol,14
date,14
sung,14
rubbed,14
Gwaihir,14
placed,14
Brandybucks,14
questioned,14
recalled,14
summons,14
shorter,14
eagle,14
galloping,14
kissed,14
supposed,14
regret,14
nodded,14
plenty,14
rushed,14
ash,14
surface,14
receive,14
sigh,14
filthy,14
unchanged,14
treachery,14
tomb,14
struggle,14
reminded,14
thief,14
originally,14
thicket,14
Hoom,14
Mines,14
Bucklebury,14
tight,14
stabbed,14
slower,14
absurd,14
Shirriffs,14
snarled,14
chasm,14
III,14
sixth,14
crash,14
Were,14
pause,14
sunshine,14
shafts,13
motionless,13
Elfhelm,13
fun,13
brooding,13
consonants,13
firmly,13
Later,13
posts,13
granted,13
waybread,13
author,13
counted,13
roll,13
Galadhon,13
Caras,13
arrived,13
roared,13
toil,13
fed,13
fiery,13
magic,13
floated,13
hopeless,13
splendour,13
wits,13
metal,13
Delving,13
Christopher,13
whip,13
cautiously,13
Southrons,13
unwilling,13
Middle,13
direct,13
akin,13
perceive,13
Trees,13
flesh,13
vague,13
fortress,13
false,13
Michel,13
lordship,13
cloaked,13
wailing,13
Stay,13
Strange,13
person,13
spider,13
begging,13
sheltered,13
required,13
Better,13
authority,13
Hand,13
Party,13
sail,13
scarcely,13
aren,13
realized,13
introduced,13
hoping,13
weak,13
street,13
tossed,13
archway,13
shake,13
Again,13
devices,13
darkly,13
Brandy,13
shrank,13
groped,13
creep,13
secretly,13
council,13
founded,13
reveal,13
Morgai,13
Elrohir,13
bag,13
happier,13
occur,13
shivering,13
price,13
wains,13
smiling,13
curtains,13
grace,13
winds,13
avoid,13
tents,13
Hen,13
Curse,13
runes,13
followers,13
Against,13
volume,13
forehead,13
greet,13
delayed,13
sees,13
garments,13
Henneth,13
lineage,13
powerful,13
intently,13
crawl,13
barrier,13
curling,13
ale,13
lucky,13
Greyflood,13
g,13
beggar,13
yell,13
pick,13
terms,13
contained,13
clock,13
protection,13
characters,13
clamour,13
Towers,13
Isengarders,13
starting,13
write,13
kinds,13
whined,13
cousin,13
pillar,13
drinking,13
esquire,13
linger,13
towering,13
nd,13
foolish,13
staggered,13
realms,13
Field,13
trusted,13
sloping,13
arts,13
captured,13
worked,13
barrow,13
chase,13
declared,13
Gap,13
frost,13
v,13
belong,13
Tall,13
lack,13
oath,13
holds,13
Ar-Pharaz,13
gaping,13
ram,13
overcome,13
vigour,13
teach,13
depths,13
addition,13
lowering,13
ruinous,13
Appendix,13
quiver,13
Orodruin,13
numerous,13
minas,13
occurred,13
crashed,13
heal,12
awaits,12
fifth,12
courtesy,12
stature,12
system,12
key,12
alien,12
Sandyman,12
lessened,12
movements,12
footprints,12
hammer,12
roar,12
Mablung,12
soldier,12
Entish,12
accident,12
Hollin,12
ghosts,12
lantern,12
Rose,12
alike,12
filth,12
lots,12
Fellowship,12
axes,12
betrayed,12
Huorns,12
mud,12
common,12
highest,12
Wall,12
hooded,12
resist,12
breathe,12
blades,12
corrections,12
However,12
sombre,12
torch,12
bells,12
Quickbeam,12
eagerly,12
fiercely,12
meads,12
Lossarnach,12
fumes,12
fixed,12
trough,12
weeping,12
Messenger,12
private,12
faced,12
grieved,12
B,12
flickering,12
Unwin,12
yelled,12
changing,12
web,12
valleys,12
ventured,12
virtue,12
curtain,12
wearily,12
brooch,12
strokes,12
editions,12
Marshal,12
crest,12
rage,12
G,12
drunk,12
occupied,12
Certainly,12
Rhovanion,12
omund,12
rare,12
cared,12
stem,12
dashed,12
pierce,12
bough,12
rouse,12
Hedge,12
nowhere,12
swear,12
flies,12
claw,12
soldiers,12
fifteen,12
knock,12
Haradrim,12
heralds,12
nay,12
band,12
cords,12
general,12
willingly,12
Ondoher,12
causeway,12
failing,12
marvellous,12
abide,12
Withywindle,12
cursing,12
histories,12
darkling,12
Hope,12
sway,12
eldest,12
mixed,12
Fredegar,12
Harrowdale,12
woodland,12
venture,12
wanderers,12
longed,12
understanding,12
copy,12
Others,12
considered,12
Until,12
creaking,12
Elanor,12
overtaken,12
Was,12
Lindon,12
withdrew,12
doubtfully,12
doomed,12
stray,12
glitter,12
finds,12
imagine,12
forgive,12
Erech,12
June,12
Right,12
Pony,12
Under,12
Half,12
flet,12
hopeful,12
advanced,12
doubtful,12
danced,12
fragrance,12
Sleep,12
Wizard,12
snapped,12
seemingly,12
Cardolan,12
referred,12
difficulty,12
Star,12
appointed,12
growth,12
revisions,12
tone,12
scored,12
streaming,12
lurking,12
Run,12
heirs,12
formed,12
nadan,12
Trolls,12
reduced,12
isle,12
reappeared,12
kinsman,12
dragons,12
suffer,12
arched,12
Lands,12
meets,12
gained,12
everyone,12
sniffed,12
possess,12
win,12
favour,12
befallen,12
circles,12
ch,12
pipe-weed,12
doorway,12
glimmered,12
Stair,12
Dunlendings,11
Face,11
health,11
Bregalad,11
heat,11
Shadows,11
mountain-side,11
diminished,11
values,11
accepted,11
warily,11
conquered,11
Parth,11
Stones,11
Galen,11
hasn,11
Burg,11
mode,11
bolt,11
bottle,11
freely,11
fleeting,11
Has,11
event,11
shock,11
clinging,11
shimmering,11
astray,11
bounds,11
rustle,11
fitting,11
ruled,11
sweeping,11
sniffing,11
sending,11
wooden,11
strove,11
series,11
belly,11
u,11
webs,11
Does,11
prey,11
preparing,11
dried,11
refuse,11
record,11
bowing,11
eight,11
Oakenshield,11
bigger,11
uncovered,11
havens,11
rows,11
shriek,11
sternly,11
trumpet,11
commanding,11
cat,11
tiny,11
stump,11
murder,11
gnarled,11
voiceless,11
Gamling,11
westering,11
Mrs,11
dominion,11
obliged,11
rod,11
thicker,11
stammered,11
largely,11
heeded,11
solemn,11
restless,11
persons,11
butter,11
sturdy,11
fault,11
dike,11
precipice,11
broader,11
accounts,11
chairs,11
kingdom,11
Celebrant,11
senses,11
desires,11
Among,11
elder,11
Eorlingas,11
cheer,11
simply,11
rippling,11
crooked,11
flow,11
applied,11
heavier,11
tis,11
firm,11
Rock,11
pans,11
anew,11
presents,11
Freca,11
volumes,11
Bob,11
spat,11
drives,11
vigilance,11
taste,11
High-elven,11
descent,11
Brand,11
yield,11
joke,11
holiday,11
porch,11
glancing,11
lift,11
pursue,11
lowest,11
steed,11
knee,11
shapeless,11
dealt,11
Heir,11
westwards,11
Welcome,11
Ho,11
belonged,11
lofty,11
reign,11
hoom,11
meanwhile,11
hasten,11
choosing,11
terrified,11
throughout,11
triumph,11
poetry,11
remainder,11
unlooked-for,11
pavilion,11
harder,11
designs,11
Barahir,11
cheerful,11
channel,11
tune,11
arrayed,11
fools,11
Bagshot,11
hoarse,11
advise,11
natural,11
swifter,11
willow,11
recognized,11
managed,11
Both,11
recorded,11
ice,11
wooded,11
stole,11
obviously,11
airs,11
Calendar,11
office,11
thinks,11
Above,11
Evenstar,11
Mardil,11
globe,11
glinting,11
index,11
serious,11
leap,11
w,11
dad,11
packed,11
disaster,11
besieged,11
boots,11
troop,11
devilry,11
phial,11
sighing,11
brighter,11
box,11
smokes,11
judgement,11
constantly,11
current,11
trace,11
kindness,11
rays,11
Turning,11
splendid,11
Fourth,11
intent,11
Wold,11
Entmoot,11
hollows,11
rhyme,11
provided,11
everywhere,11
accounted,11
visited,10
wash,10
savage,10
ranks,10
spreading,10
steaming,10
favourite,10
tangled,10
darkening,10
married,10
relieved,10
lip,10
forty,10
chances,10
Kheled-z,10
rash,10
Nameless,10
lurked,10
fissures,10
Calenardhon,10
forgot,10
smelling,10
appendices,10
brothers,10
waist,10
Valley,10
cured,10
corresponded,10
Smials,10
hillside,10
Eagles,10
waned,10
generations,10
Argeleb,10
quarrel,10
colours,10
snows,10
initial,10
muster,10
scared,10
ain,10
contain,10
breed,10
dragon,10
grasses,10
sheds,10
dazzling,10
Worm,10
anor,10
notion,10
hiding-place,10
brambles,10
remembering,10
stowed,10
Woody,10
Northmen,10
darkened,10
struggling,10
comforted,10
example,10
agree,10
boulders,10
melted,10
decay,10
Rath,10
silly,10
AND,10
fours,10
actual,10
truly,10
trickling,10
nephew,10
cow,10
springs,10
aged,10
vanish,10
Lonely,10
innumerable,10
unlikely,10
villain,10
aided,10
outward,10
refp,10
feather,10
sink,10
Unless,10
commands,10
Everything,10
parapet,10
killing,10
arisen,10
prison,10
grip,10
affair,10
Arod,10
accent,10
departure,10
clung,10
Twilight,10
thirsty,10
tops,10
amiss,10
slanting,10
sunk,10
gets,10
Coomb,10
fame,10
Brego,10
miel,10
sundown,10
Und,10
beams,10
dancing,10
destruction,10
crouching,10
bidden,10
Forlong,10
crystal,10
Argonath,10
ledge,10
clambered,10
lean,10
guided,10
lanterns,10
brightly,10
evils,10
Mundburg,10
kitchen,10
script,10
Aye,10
greedy,10
sailed,10
effect,10
grasp,10
fold,10
fearless,10
quailed,10
Gebir,10
assembled,10
Awake,10
cure,10
signal,10
animal,10
belongs,10
guessing,10
considering,10
overcame,10
wizardry,10
traitor,10
forlorn,10
answers,10
stretching,10
mid-day,10
stirring,10
sunlit,10
lunch,10
crowded,10
mounting,10
streamed,10
waving,10
Ballantine,10
stifling,10
faster,10
hopes,10
swirling,10
Always,10
Birth,10
Meanwhile,10
hauled,10
meantime,10
puzzled,10
ye,10
recovered,10
mentioned,10
troll,10
thrusting,10
plague,10
rags,10
shards,10
bought,10
restored,10
Friday,10
town,10
luggage,10
clenched,10
bowmen,10
sloped,10
Bagginses,10
pressing,10
bar,10
spend,10
pour,10
pleasure,10
blinding,10
calendar,10
fulfilled,10
spilled,10
Bless,10
Gilthoniel,10
lasts,10
wakened,10
adding,10
expecting,10
gurgling,10
sore,10
crowd,10
aught,10
Bree-folk,10
armour,10
presence,10
frozen,10
wavering,10
echoes,10
princes,10
withstand,10
elven-cloak,10
unexpected,10
concealed,10
mendacil,10
bark,10
style,10
nen,10
determined,10
kingship,10
galloped,10
jacket,9
slaying,9
blazing,9
glades,9
lodging,9
treasures,9
taught,9
Across,9
pursuers,9
taters,9
tombs,9
mess,9
Thingol,9
Twice,9
Beleriand,9
Hardly,9
copies,9
elven-tongue,9
trailed,9
blossom,9
Uruk-hai,9
hindered,9
strides,9
confused,9
frowned,9
bred,9
reasons,9
Tomorrow,9
shapely,9
apple,9
anxiety,9
notched,9
reaching,9
Dagorlad,9
jewel,9
process,9
poisoned,9
burns,9
blaze,9
span,9
Silvan,9
three-volume,9
Damrod,9
Phial,9
solid,9
absence,9
checked,9
Mifflin,9
safety,9
crosses,9
abandoned,9
fuel,9
unbroken,9
dripped,9
star-glass,9
girth,9
bier,9
tore,9
claws,9
appears,9
stained,9
loves,9
mass,9
wounds,9
kicked,9
worrying,9
whence,9
guidance,9
ored,9
foaming,9
lined,9
stems,9
nameless,9
wielded,9
Harlond,9
board,9
Rammas,9
wells,9
impenetrable,9
flamed,9
wheels,9
mirth,9
rumbling,9
mushrooms,9
seize,9
dart,9
highway,9
Houghton,9
glimpsed,9
Allen,9
yard,9
weakness,9
Forth,9
battles,9
forwards,9
ripe,9
limb,9
robed,9
fastness,9
stretch,9
lair,9
hint,9
wholesome,9
textual,9
ragged,9
ugly,9
canopy,9
breach,9
branching,9
clustered,9
yielded,9
Except,9
stab,9
Deeping-coomb,9
picking,9
reluctantly,9
bowls,9
maiden,9
heather,9
knoll,9
reading,9
Watchers,9
glistening,9
icy,9
Stinker,9
abyss,9
knocked,9
vanishing,9
leg,9
boy,9
Think,9
hardcover,9
cost,9
dais,9
sits,9
countries,9
masters,9
Haven,9
steam,9
Mannish,9
patches,9
West-gate,9
encircling,9
chapter,9
inscription,9
thrice,9
mastered,9
warrant,9
blank,9
Galdor,9
endlessly,9
besides,9
scratched,9
plants,9
lowered,9
inch,9
necessary,9
grasped,9
Hasufel,9
rustic,9
oliphaunts,9
swaying,9
hints,9
grieve,9
net,9
fences,9
clapped,9
independent,9
drops,9
gasp,9
polite,9
Quick,9
forsaken,9
cone,9
plant,9
bears,9
chieftain,9
rooms,9
daring,9
chapters,9
Eastfarthing,9
rumours,9
Peace,9
refer,9
weed,9
happily,9
subtle,9
somebody,9
paddle,9
woodlands,9
stairway,9
tables,9
fume,9
famous,9
fairer,9
Castamir,9
contrived,9
snorted,9
od,9
Remember,9
knot,9
good-bye,9
consider,9
Wainriders,9
backed,9
included,9
hadn,9
Q,9
peaceful,9
faith,9
gulf,9
Lake,9
wanting,9
cares,9
bridges,9
rending,9
members,9
Azanulbizar,9
Hoarwell,9
unbidden,9
Riddermark,9
counselled,9
dwindling,9
forbidden,9
furthest,9
Narmacil,9
anvil,9
missing,9
Atanatar,9
Mid-year,9
scarlet,9
eventually,9
unhappy,9
menacing,9
Inside,9
helping,9
specially,9
arrangement,9
North-kingdom,9
Into,9
avail,9
fireworks,9
secure,9
Greenwood,9
Pimple,9
Rhudaur,9
waggon,9
watchfulness,9
Boss,9
archers,9
generally,9
lust,9
commonly,9
shame,9
filling,9
learning,9
heels,9
sires,9
renowned,9
slipping,9
Thorongil,9
relations,9
Lockholes,9
foreign,9
Midsummer,9
Estel,9
local,9
century,9
rumble,9
reset,8
deceived,8
misery,8
landed,8
trudged,8
wit,8
sh,8
Fool,8
gh,8
woe,8
harness,8
chains,8
Snaga,8
sails,8
healer,8
landing,8
additional,8
thickly,8
foremost,8
escaping,8
swan,8
biting,8
weathered,8
scorn,8
cheerless,8
fewer,8
archaic,8
drifting,8
kingdoms,8
harvest,8
decision,8
visits,8
abode,8
majesty,8
fingering,8
drained,8
chanced,8
deserve,8
waxing,8
dawned,8
letting,8
shimmered,8
wreck,8
overrun,8
place-names,8
mould,8
warmer,8
Along,8
rail,8
stepping,8
brick,8
overlooked,8
camped,8
camps,8
plot,8
al,8
strengthen,8
Folcwine,8
withdrawn,8
avoided,8
patience,8
shuddering,8
rabbits,8
lids,8
blinked,8
paddles,8
naturally,8
tokens,8
Swiftly,8
including,8
rival,8
Cleft,8
sentinel,8
pawing,8
colder,8
loosed,8
Faint,8
carrion,8
falter,8
travels,8
funeral,8
Immediately,8
heedless,8
generous,8
Outside,8
Ingold,8
downward,8
dived,8
uncomfortable,8
tarry,8
rescue,8
tracks,8
bars,8
waylaid,8
whistle,8
swallowed,8
developed,8
feels,8
sources,8
foreboding,8
poison,8
cases,8
far-off,8
scripts,8
hardy,8
parched,8
beware,8
wanderer,8
beacons,8
ah,8
honoured,8
future,8
ni,8
downhill,8
wickedness,8
athelas,8
mysterious,8
Near,8
drift,8
laying,8
drag,8
fellowship,8
weeds,8
Hob,8
employed,8
seats,8
nuisance,8
period,8
trunk,8
courteous,8
wonders,8
doubts,8
judged,8
tipped,8
noisome,8
rescued,8
wishes,8
device,8
fen,8
vengeance,8
bristling,8
dies,8
queen,8
Other,8
tattered,8
dealing,8
throwing,8
pure,8
Sometimes,8
Eldest,8
deserves,8
rock-wall,8
pinnacle,8
stupid,8
Tar,8
surrounded,8
groaned,8
groves,8
altered,8
damage,8
turves,8
swimming,8
arise,8
heaved,8
tearing,8
grassy,8
plodded,8
grudge,8
loveliness,8
retained,8
smouldering,8
dance,8
duties,8
Running,8
Glamdring,8
Troll,8
sneaking,8
achieve,8
rules,8
achieved,8
pronunciation,8
Gorgor,8
follows,8
pinnacles,8
lists,8
quivering,8
herb,8
veins,8
Without,8
Pity,8
treeless,8
Line,8
wasted,8
suspicion,8
Seas,8
Dr,8
folks,8
weekday,8
stare,8
preferred,8
Bree-land,8
Archet,8
firelight,8
habit,8
keys,8
travel,8
satisfy,8
ei,8
Bree-hill,8
Fell,8
diphthongs,8
Rest,8
greensward,8
shooting,8
housed,8
courses,8
shades,8
provision,8
races,8
fence,8
vapour,8
handsome,8
attempted,8
seasons,8
royal,8
combinations,8
indoors,8
Westmarch,8
urgently,8
carts,8
royalty,8
Daeron,8
disgust,8
doubted,8
anorian,8
Bard,8
mournfully,8
Beornings,8
Fare,8
Off,8
Coming,8
remove,8
tense,8
alliance,8
defeats,8
accept,8
Elf-friend,8
normal,8
likewise,8
Stock,8
upward,8
interrupted,8
Kill,8
permit,8
errands,8
Narsil,8
desolate,8
recent,8
trotted,8
Cirion,8
Baranduin,8
reference,8
unmoved,8
Turn,8
Could,8
rout,8
staves,8
obtained,8
Khaz,8
glen,8
painted,8
dangers,8
feasting,8
patch,8
Western,8
restrained,8
sweep,8
varied,8
bottles,8
miller,8
hauberk,8
watchmen,8
wither,8
spoil,8
trampling,8
blacker,8
Loudwater,8
arranged,8
whiles,8
folds,8
heavens,8
Hirgon,8
Faithful,8
corrected,8
fancied,8
fitted,8
jump,8
worried,8
turret,8
necks,8
Broken,8
deceive,8
reply,8
waves,8
faltered,8
warmth,8
repair,8
Save,8
plight,8
overhung,8
Silent,8
thorns,8
reminds,8
steered,8
hence,8
alarmed,8
swerved,8
retreated,8
sorts,8
slaughter,8
Lead,8
Naur,8
Whither,8
newly,8
Lumpkin,8
tossing,8
Valandil,8
battlements,8
shudder,8
anyhow,8
log,8
paced,8
Wolves,8
painful,8
suspected,8
angrily,8
whereas,8
Cerin,8
spaces,8
Baldor,8
elanor,8
starry,8
Smaug,8
importance,8
chieftains,8
invited,8
govern,8
described,8
corn,8
dripping,8
Realm,8
luminous,7
mill,7
Send,7
Brown,7
wisps,7
secrecy,7
Quite,7
allows,7
stable,7
Ud,7
beset,7
correct,7
overtake,7
design,7
Woodhall,7
rustling,7
squirrel,7
anon,7
sack,7
playing,7
Begging,7
Yess,7
Ettenmoors,7
whimpered,7
hopefully,7
dreaded,7
uncertain,7
bless,7
invaded,7
ruffian,7
overshadowed,7
British,7
traffic,7
fens,7
doorstep,7
unto,7
inevitable,7
lowlands,7
descendant,7
yawning,7
lock,7
dew,7
snarling,7
inwards,7
damp,7
desperately,7
dismayed,7
beards,7
tumult,7
rustled,7
clang,7
guesses,7
lasting,7
pearl,7
Note,7
abandon,7
shaggy,7
marvelled,7
marriage,7
dinner,7
corners,7
deepening,7
Otho,7
dimmed,7
shines,7
depends,7
suggested,7
bolted,7
tiring,7
wont,7
lent,7
terraces,7
Between,7
softer,7
reverence,7
swollen,7
suspicious,7
pinch,7
happens,7
grateful,7
sneak,7
forests,7
nodding,7
bloom,7
footsteps,7
scramble,7
persuaded,7
caused,7
Evidently,7
Nargothrond,7
embers,7
chin,7
excuse,7
pursuing,7
discuss,7
awakened,7
insisted,7
concerns,7
capture,7
levels,7
waded,7
journeying,7
mustn,7
relation,7
hedges,7
Limlight,7
den,7
sward,7
radiance,7
overwhelmed,7
bog,7
Northerners,7
thoughtful,7
crowning,7
likes,7
packing,7
grey-green,7
policies,7
Praise,7
request,7
jeered,7
courts,7
mightiest,7
